age,task_category,difficulty,points,past_completion_rate,current_streak,total_tasks_assigned,day_of_week,time_of_day,performance_level,streak_x_completion,age_x_difficulty,points_x_completion,success
5,7,0,35,0.82,30,72,4,20,8,24.599999999999998,0,28.7,1
12,6,2,80,0.42,26,57,3,5,4,10.92,24,33.6,1
6,9,0,40,0.29,8,29,4,9,2,2.32,0,11.6,1
7,7,2,80,0.55,3,74,0,8,5,1.6500000000000001,14,44.0,0
10,8,0,75,0.55,13,14,5,20,5,7.15,0,41.25,1
17,3,1,10,0.45,11,12,3,3,4,4.95,17,4.5,1
17,3,0,95,0.69,27,91,4,20,6,18.63,0,65.55,1
11,2,2,25,0.78,26,27,6,1,7,20.28,22,19.5,1
14,5,2,45,0.6,5,42,5,9,6,3.0,28,27.0,1
9,9,1,85,0.99,21,13,1,13,9,20.79,9,84.15,1
5,4,2,25,0.7,4,32,1,22,7,2.8,10,17.5,1
10,3,2,65,0.49,18,81,2,20,4,8.82,20,31.849999999999998,1
11,6,1,15,0.63,28,99,0,12,6,17.64,11,9.45,1
13,4,2,60,0.45,15,42,4,0,4,6.75,26,27.0,0
16,1,2,75,0.63,22,46,6,2,6,13.86,32,47.25,1
17,8,1,35,0.97,26,28,3,8,9,25.22,17,33.949999999999996,1
10,4,1,90,0.58,18,63,6,10,5,10.44,10,52.199999999999996,1
15,0,0,20,0.63,26,59,0,3,6,16.38,0,12.6,1
7,7,1,5,0.99,13,26,5,4,9,12.87,7,4.95,1
15,4,0,45,0.09,11,33,0,11,0,0.99,0,4.05,1
15,2,0,65,0.63,23,90,6,7,6,14.49,0,40.95,1
11,1,2,20,0.0,15,10,1,18,0,0.0,22,0.0,0
8,8,2,75,0.01,22,44,6,3,0,0.22,16,0.75,0
11,2,1,15,0.23,2,94,6,3,2,0.46,11,3.45,1
10,4,0,65,0.77,24,18,5,21,7,18.48,0,50.050000000000004,1
7,1,2,95,0.01,20,22,3,11,0,0.2,14,0.9500000000000001,0
16,3,2,25,0.92,19,88,3,6,9,17.48,32,23.0,1
6,1,0,20,0.59,12,45,3,10,5,7.08,0,11.799999999999999,1
17,2,0,45,0.64,7,71,4,19,6,4.48,0,28.8,1
16,9,1,5,0.85,21,39,1,16,8,17.849999999999998,16,4.25,1
14,8,0,65,0.3,1,31,3,12,3,0.3,0,19.5,1
6,3,1,100,0.07,28,2,2,10,0,1.9600000000000002,6,7.000000000000001,0
7,6,2,70,0.37,21,23,6,15,3,7.77,14,25.9,0
17,1,0,95,0.07,8,28,0,1,0,0.56,0,6.65,1
17,6,2,50,0.63,16,99,3,13,6,10.08,34,31.5,1
16,6,0,90,0.54,4,36,0,9,5,2.16,0,48.6,1
6,8,0,25,0.54,12,76,5,20,5,6.48,0,13.5,1
15,1,1,70,0.73,27,31,0,7,7,19.71,15,51.1,1
6,6,0,75,0.61,1,40,5,23,6,0.61,0,45.75,1
15,2,0,5,0.71,22,2,1,15,7,15.62,0,3.55,1
10,8,2,45,0.17,4,96,6,8,1,0.68,20,7.65,0
16,1,0,55,0.81,8,68,0,8,8,6.48,0,44.550000000000004,1
16,9,2,15,0.5,16,47,0,15,5,8.0,32,7.5,1
14,2,1,30,0.26,3,74,5,23,2,0.78,14,7.800000000000001,1
16,8,0,10,0.86,0,32,0,15,8,0.0,0,8.6,1
10,6,0,30,0.93,27,5,4,22,9,25.110000000000003,0,27.900000000000002,1
16,6,0,55,0.25,29,93,2,8,2,7.25,0,13.75,1
6,9,1,20,0.5,28,7,1,7,5,14.0,6,10.0,1
17,8,0,65,0.07,14,37,6,9,0,0.9800000000000001,0,4.550000000000001,1
10,1,2,75,0.01,6,38,4,9,0,0.06,20,0.75,0
16,9,0,75,0.37,15,99,6,6,3,5.55,0,27.75,1
16,8,0,25,0.01,13,4,1,17,0,0.13,0,0.25,1
16,0,1,5,0.76,12,95,5,9,7,9.120000000000001,16,3.8,1
6,3,2,40,0.42,30,8,1,22,4,12.6,12,16.8,0
9,1,0,40,0.9,16,53,5,11,9,14.4,0,36.0,1
12,1,2,20,0.51,20,51,0,18,5,10.2,24,10.2,0
11,2,0,50,0.26,10,51,5,23,2,2.6,0,13.0,1
10,5,1,45,0.23,30,26,1,18,2,6.9,10,10.35,1
6,2,0,30,0.45,10,53,0,17,4,4.5,0,13.5,1
10,3,1,50,0.46,27,16,0,5,4,12.42,10,23.0,1
17,4,2,100,0.04,26,42,1,2,0,1.04,34,4.0,0
16,3,1,65,0.51,21,39,2,5,5,10.71,16,33.15,1
5,6,1,90,0.75,7,13,3,3,7,5.25,5,67.5,1
17,2,0,5,0.06,24,29,1,6,0,1.44,0,0.3,1
11,5,2,15,0.58,8,10,0,2,5,4.64,22,8.7,1
15,7,0,15,0.91,26,43,0,1,9,23.66,0,13.65,1
12,0,0,95,0.43,23,51,3,0,4,9.89,0,40.85,1
11,6,0,60,0.21,5,36,2,14,2,1.05,0,12.6,1
7,0,2,100,0.62,20,38,3,13,6,12.4,14,62.0,1
13,7,0,15,0.28,4,54,1,20,2,1.12,0,4.2,1
17,8,0,90,0.79,12,92,2,15,7,9.48,0,71.10000000000001,1
13,7,1,95,0.5,12,35,1,0,5,6.0,13,47.5,1
10,9,0,5,0.9,24,36,0,15,9,21.6,0,4.5,1
13,5,2,40,0.97,3,32,5,7,9,2.91,26,38.8,1
9,8,2,10,0.76,30,29,4,12,7,22.8,18,7.6,1
10,2,0,40,0.59,25,95,5,11,5,14.75,0,23.599999999999998,1
14,0,2,60,0.95,18,19,4,6,9,17.099999999999998,28,57.0,1
17,7,2,50,0.18,1,12,0,7,1,0.18,34,9.0,0
14,3,0,85,0.48,10,79,1,4,4,4.8,0,40.8,1
10,2,1,10,0.02,18,91,1,3,0,0.36,10,0.2,0
13,5,0,60,0.7,21,51,4,3,7,14.7,0,42.0,1
10,4,1,25,0.98,23,56,6,20,9,22.54,10,24.5,1
12,5,0,90,0.69,29,79,6,11,6,20.009999999999998,0,62.099999999999994,1
8,9,0,65,0.31,22,38,1,5,3,6.82,0,20.15,1
16,0,2,95,0.39,24,73,0,5,3,9.36,32,37.050000000000004,1
14,5,2,40,0.64,3,64,1,10,6,1.92,28,25.6,1
16,1,0,60,0.98,5,82,0,22,9,4.9,0,58.8,1
15,5,1,5,0.27,7,89,0,11,2,1.8900000000000001,15,1.35,1
9,1,2,5,0.05,14,94,3,5,0,0.7000000000000001,18,0.25,0
11,7,1,60,0.55,3,62,6,18,5,1.6500000000000001,11,33.0,1
15,3,0,75,0.07,27,5,2,0,0,1.8900000000000001,0,5.250000000000001,1
10,4,0,15,0.34,28,49,1,23,3,9.520000000000001,0,5.1000000000000005,1
6,8,0,55,0.59,19,62,5,0,5,11.209999999999999,0,32.449999999999996,1
11,2,2,70,0.16,3,43,1,6,1,0.48,22,11.200000000000001,0
11,8,2,90,0.27,9,39,1,3,2,2.43,22,24.3,0
5,6,2,90,0.84,4,7,2,0,8,3.36,10,75.6,1
11,1,1,100,0.48,3,4,1,5,4,1.44,11,48.0,1
15,4,0,80,0.84,9,51,3,15,8,7.56,0,67.2,1
15,4,0,90,0.39,11,49,2,5,3,4.29,0,35.1,1
12,0,1,75,0.47,7,35,4,1,4,3.29,12,35.25,1
7,1,0,60,0.81,13,97,4,7,8,10.530000000000001,0,48.6,1
13,0,1,85,0.42,17,88,6,15,4,7.14,13,35.699999999999996,1
14,3,1,50,0.08,28,92,0,16,0,2.24,14,4.0,1
14,8,2,100,0.15,30,97,3,5,1,4.5,28,15.0,0
7,3,0,25,0.04,2,88,3,6,0,0.08,0,1.0,0
15,2,2,45,0.32,23,9,0,12,3,7.36,30,14.4,0
13,6,2,55,0.86,16,59,6,0,8,13.76,26,47.3,1
17,9,2,85,0.78,3,54,1,4,7,2.34,34,66.3,1
14,9,2,20,0.92,18,100,0,9,9,16.560000000000002,28,18.400000000000002,1
13,5,1,45,0.38,15,74,4,15,3,5.7,13,17.1,1
5,2,1,65,0.14,19,88,5,12,1,2.66,5,9.100000000000001,0
5,6,1,40,0.05,15,35,2,0,0,0.75,5,2.0,0
10,4,1,45,0.84,27,90,5,3,8,22.68,10,37.8,1
8,2,1,75,0.77,10,35,5,13,7,7.7,8,57.75,1
14,1,0,75,0.21,26,53,5,15,2,5.46,0,15.75,1
17,8,1,10,0.52,5,9,2,22,5,2.6,17,5.2,1
13,6,0,85,0.88,0,23,1,6,8,0.0,0,74.8,1
5,3,0,75,0.05,11,91,1,8,0,0.55,0,3.75,1
12,8,1,20,0.68,7,48,3,19,6,4.760000000000001,12,13.600000000000001,1
12,2,1,95,0.55,11,21,6,8,5,6.050000000000001,12,52.25000000000001,1
16,1,1,5,0.39,5,74,6,6,3,1.9500000000000002,16,1.9500000000000002,1
8,3,2,35,0.27,13,66,0,21,2,3.5100000000000002,16,9.450000000000001,0
5,7,0,30,0.6,0,29,2,19,6,0.0,0,18.0,1
17,4,2,45,0.42,12,45,3,8,4,5.04,34,18.9,1
9,8,2,65,0.58,0,66,5,11,5,0.0,18,37.699999999999996,0
14,9,1,50,0.68,15,9,2,8,6,10.200000000000001,14,34.0,1
15,5,1,45,0.66,30,84,2,6,6,19.8,15,29.700000000000003,1
7,8,0,10,0.81,25,77,3,21,8,20.25,0,8.100000000000001,1
10,2,2,5,0.66,9,34,3,12,6,5.94,20,3.3000000000000003,1
11,0,2,95,0.82,10,93,5,7,8,8.2,22,77.89999999999999,1
15,8,2,80,0.91,21,46,4,9,9,19.11,30,72.8,1
7,8,0,50,0.1,4,95,2,23,1,0.4,0,5.0,1
17,8,0,55,0.65,7,46,1,23,6,4.55,0,35.75,1
9,6,1,60,0.26,9,60,6,3,2,2.34,9,15.600000000000001,1
15,9,2,100,0.07,28,25,4,3,0,1.9600000000000002,30,7.000000000000001,0
15,6,2,50,0.41,27,20,1,6,4,11.069999999999999,30,20.5,1
10,6,2,75,0.14,27,92,1,2,1,3.7800000000000002,20,10.500000000000002,0
12,5,2,30,0.31,1,1,3,8,3,0.31,24,9.3,0
8,2,2,30,0.49,24,100,0,4,4,11.76,16,14.7,0
15,6,1,70,0.97,12,1,0,17,9,11.64,15,67.89999999999999,1
8,5,0,55,0.76,16,25,0,21,7,12.16,0,41.8,1
5,3,0,60,0.31,3,50,4,18,3,0.9299999999999999,0,18.6,1
9,2,0,10,0.3,9,59,5,16,3,2.6999999999999997,0,3.0,1
14,8,1,70,0.89,4,44,3,11,8,3.56,14,62.300000000000004,1
17,3,0,65,0.02,7,94,1,6,0,0.14,0,1.3,1
16,0,2,85,0.17,11,92,5,1,1,1.87,32,14.450000000000001,0
11,4,2,100,0.05,1,85,0,20,0,0.05,22,5.0,0
5,0,2,20,0.42,12,16,4,8,4,5.04,10,8.4,0
12,2,0,5,0.3,21,13,5,16,3,6.3,0,1.5,1
9,9,2,25,0.42,28,14,4,23,4,11.76,18,10.5,0
14,1,1,20,0.78,15,26,4,6,7,11.700000000000001,14,15.600000000000001,1
17,4,2,35,0.36,13,38,1,1,3,4.68,34,12.6,0
8,7,1,40,0.0,21,12,0,18,0,0.0,8,0.0,0
15,7,0,15,0.78,2,93,5,3,7,1.56,0,11.700000000000001,1
9,3,1,50,0.26,1,13,6,5,2,0.26,9,13.0,0
5,4,1,55,0.43,3,13,6,1,4,1.29,5,23.65,1
7,2,1,60,0.89,30,80,2,23,8,26.7,7,53.4,1
6,5,1,30,0.11,12,59,2,12,1,1.32,6,3.3,0
16,7,1,30,0.11,22,93,0,5,1,2.42,16,3.3,1
14,7,2,75,0.18,12,100,2,19,1,2.16,28,13.5,0
5,2,1,80,0.11,13,57,0,2,1,1.43,5,8.8,0
9,5,0,85,0.77,18,93,4,7,7,13.86,0,65.45,1
15,5,2,85,0.69,19,13,3,21,6,13.11,30,58.65,1
16,3,1,60,0.66,20,50,1,17,6,13.200000000000001,16,39.6,1
14,0,0,30,0.51,15,64,6,5,5,7.65,0,15.3,1
6,7,1,40,0.33,8,7,4,7,3,2.64,6,13.200000000000001,0
11,6,0,15,0.46,25,74,3,2,4,11.5,0,6.9,1
12,7,1,20,0.98,23,84,0,3,9,22.54,12,19.6,1
11,6,0,90,0.55,26,12,6,19,5,14.3,0,49.50000000000001,1
14,4,2,90,0.21,21,59,2,11,2,4.41,28,18.9,0
5,3,1,55,0.56,19,77,3,22,5,10.64,5,30.800000000000004,1
15,5,2,75,0.11,24,85,1,0,1,2.64,30,8.25,0
10,5,2,50,0.55,11,90,0,1,5,6.050000000000001,20,27.500000000000004,1
7,7,0,70,0.11,19,26,1,3,1,2.09,0,7.7,1
11,3,1,35,0.72,3,97,3,1,7,2.16,11,25.2,1
15,9,0,75,0.46,18,65,1,15,4,8.280000000000001,0,34.5,1
5,8,2,10,0.55,13,75,3,16,5,7.15,10,5.5,0
7,9,0,25,0.1,21,77,4,10,1,2.1,0,2.5,1
13,6,1,100,0.92,24,32,2,12,9,22.080000000000002,13,92.0,1
10,4,1,25,0.14,19,90,5,16,1,2.66,10,3.5000000000000004,0
9,8,1,90,0.63,6,27,4,22,6,3.7800000000000002,9,56.7,1
9,5,2,25,0.98,20,23,4,17,9,19.6,18,24.5,1
16,5,2,20,0.76,17,62,4,18,7,12.92,32,15.2,1
15,6,2,90,0.29,27,55,6,0,2,7.829999999999999,30,26.099999999999998,1
5,6,0,10,0.67,6,35,6,5,6,4.0200000000000005,0,6.7,1
9,4,0,10,0.69,9,27,6,17,6,6.209999999999999,0,6.8999999999999995,1
5,5,1,20,0.62,21,95,4,7,6,13.02,5,12.4,1
16,8,1,40,0.51,25,90,2,22,5,12.75,16,20.4,1
15,0,1,65,0.42,25,88,2,17,4,10.5,15,27.3,1
5,0,2,45,0.2,27,100,6,14,2,5.4,10,9.0,0
8,5,2,90,0.74,6,100,5,6,7,4.4399999999999995,16,66.6,1
9,7,0,15,0.19,5,95,4,3,1,0.95,0,2.85,1
11,0,1,45,0.56,4,21,4,8,5,2.24,11,25.200000000000003,1
5,5,1,25,0.04,29,42,4,1,0,1.16,5,1.0,0
17,9,2,50,0.49,18,71,2,2,4,8.82,34,24.5,1
17,5,2,40,0.96,16,9,6,16,9,15.36,34,38.4,1
7,6,2,90,0.4,11,29,1,21,4,4.4,14,36.0,0
10,5,1,50,0.22,24,80,4,15,2,5.28,10,11.0,1
13,0,0,60,0.45,28,83,4,19,4,12.6,0,27.0,1
8,0,2,55,0.38,25,15,3,8,3,9.5,16,20.9,0
13,4,0,85,0.82,11,66,6,16,8,9.02,0,69.7,1
12,7,0,50,0.9,6,42,4,2,9,5.4,0,45.0,1
6,2,2,90,0.01,2,27,5,20,0,0.02,12,0.9,0
17,3,2,70,0.84,6,69,6,22,8,5.04,34,58.8,1
16,6,2,15,0.75,4,4,3,22,7,3.0,32,11.25,1
10,0,0,15,0.05,25,33,4,2,0,1.25,0,0.75,1
14,3,1,70,0.39,20,52,3,10,3,7.800000000000001,14,27.3,1
5,6,2,20,0.53,20,93,4,2,5,10.600000000000001,10,10.600000000000001,0
14,0,2,15,0.36,16,14,2,21,3,5.76,28,5.3999999999999995,0
9,9,0,50,0.77,14,49,3,21,7,10.780000000000001,0,38.5,1
5,7,0,90,0.22,23,51,6,17,2,5.06,0,19.8,1
9,2,1,60,0.96,0,71,6,17,9,0.0,9,57.599999999999994,1
7,1,0,5,0.57,12,69,4,2,5,6.84,0,2.8499999999999996,1
9,3,2,60,0.21,28,83,6,16,2,5.88,18,12.6,0
7,2,0,40,0.62,8,25,0,5,6,4.96,0,24.8,1
15,9,0,90,0.46,17,10,2,21,4,7.82,0,41.4,1
6,4,0,35,0.73,15,43,2,4,7,10.95,0,25.55,1
15,3,0,50,0.62,28,25,2,15,6,17.36,0,31.0,1
12,5,2,50,0.69,4,73,4,11,6,2.76,24,34.5,1
17,5,1,30,0.0,7,29,5,23,0,0.0,17,0.0,0
15,6,1,60,0.13,23,43,3,14,1,2.99,15,7.800000000000001,1
17,4,1,90,0.11,20,78,0,8,1,2.2,17,9.9,1
7,8,0,45,0.73,20,10,5,2,7,14.6,0,32.85,1
5,8,2,5,0.81,18,52,6,18,8,14.580000000000002,10,4.050000000000001,1
8,0,2,45,0.54,17,61,5,4,5,9.18,16,24.3,1
10,6,0,95,0.73,9,18,3,16,7,6.57,0,69.35,1
13,1,1,60,0.5,21,31,6,19,5,10.5,13,30.0,1
15,2,2,25,0.45,5,73,4,21,4,2.25,30,11.25,0
7,7,1,10,0.22,15,30,0,8,2,3.3,7,2.2,0
10,3,0,35,0.52,25,47,3,15,5,13.0,0,18.2,1
12,0,0,55,0.1,30,67,5,8,1,3.0,0,5.5,1
16,4,2,90,0.57,12,84,3,11,5,6.84,32,51.3,1
14,1,2,45,0.38,29,29,4,12,3,11.02,28,17.1,1
10,5,1,80,0.89,0,65,1,14,8,0.0,10,71.2,1
7,3,0,85,0.64,6,20,1,5,6,3.84,0,54.4,1
10,9,2,20,0.66,13,43,5,3,6,8.58,20,13.200000000000001,1
12,7,1,35,0.59,20,53,0,7,5,11.799999999999999,12,20.65,1
5,2,2,95,0.16,20,66,0,18,1,3.2,10,15.200000000000001,0
7,0,0,45,0.92,16,52,4,18,9,14.72,0,41.4,1
15,0,2,50,0.95,6,58,4,15,9,5.699999999999999,30,47.5,1
12,2,0,70,0.6,25,75,6,5,6,15.0,0,42.0,1
14,8,1,30,0.72,10,59,4,18,7,7.199999999999999,14,21.599999999999998,1
6,3,1,65,0.13,0,26,4,16,1,0.0,6,8.450000000000001,0
15,6,0,100,0.1,15,79,4,1,1,1.5,0,10.0,1
17,8,2,20,0.09,21,17,4,17,0,1.89,34,1.7999999999999998,0
5,6,2,70,0.37,1,90,4,13,3,0.37,10,25.9,0
8,7,1,60,0.59,23,98,6,22,5,13.569999999999999,8,35.4,1
14,1,1,25,0.25,24,30,6,2,2,6.0,14,6.25,1
9,9,2,70,0.26,0,91,5,0,2,0.0,18,18.2,0
14,8,0,85,0.01,20,27,5,10,0,0.2,0,0.85,1
11,5,0,25,0.43,18,33,2,17,4,7.74,0,10.75,1
11,9,1,100,0.28,21,51,6,6,2,5.880000000000001,11,28.000000000000004,1
11,8,2,80,0.18,17,72,3,8,1,3.06,22,14.399999999999999,0
9,9,1,65,0.74,27,85,0,23,7,19.98,9,48.1,1
8,7,2,30,0.1,16,52,6,10,1,1.6,16,3.0,0
17,8,2,10,0.16,30,82,0,2,1,4.8,34,1.6,0
7,7,2,70,0.09,8,29,2,2,0,0.72,14,6.3,0
14,0,2,65,0.93,12,79,5,16,9,11.16,28,60.45,1
9,9,0,30,0.64,14,2,1,21,6,8.96,0,19.2,1
17,8,1,35,0.03,19,66,4,22,0,0.57,17,1.05,0
8,9,0,10,0.36,20,1,1,2,3,7.199999999999999,0,3.5999999999999996,1
9,6,1,65,0.41,6,67,0,23,4,2.46,9,26.65,1
16,1,0,90,0.28,26,72,4,11,2,7.280000000000001,0,25.200000000000003,1
10,4,0,100,0.96,14,52,4,0,9,13.44,0,96.0,1
9,2,1,85,0.11,2,65,2,10,1,0.22,9,9.35,0
6,8,1,90,0.81,18,33,5,14,8,14.580000000000002,6,72.9,1
11,9,1,40,0.76,30,100,3,21,7,22.8,11,30.4,1
12,9,0,80,0.12,2,49,5,7,1,0.24,0,9.6,1
15,3,1,70,0.96,16,69,0,22,9,15.36,15,67.2,1
9,3,1,15,0.4,23,44,0,17,4,9.200000000000001,9,6.0,1
7,7,1,60,0.22,18,35,1,23,2,3.96,7,13.2,0
8,7,2,35,0.23,7,34,1,7,2,1.61,16,8.05,0
8,3,2,60,0.16,3,16,0,21,1,0.48,16,9.6,0
15,7,2,5,0.76,17,6,6,15,7,12.92,30,3.8,1
10,9,1,80,0.9,28,74,6,8,9,25.2,10,72.0,1
12,2,2,45,0.4,24,74,1,1,4,9.600000000000001,24,18.0,1
11,7,2,10,0.5,12,88,6,5,5,6.0,22,5.0,1
6,8,1,55,0.69,0,87,1,12,6,0.0,6,37.949999999999996,1
14,1,1,60,0.61,8,24,4,8,6,4.88,14,36.6,1
8,4,1,100,0.34,5,64,3,6,3,1.7000000000000002,8,34.0,1
11,5,1,65,0.28,5,74,1,18,2,1.4000000000000001,11,18.200000000000003,1
15,3,0,45,0.8,17,56,6,12,8,13.600000000000001,0,36.0,1
8,2,2,25,0.47,0,23,3,15,4,0.0,16,11.75,0
7,8,2,55,0.79,9,33,4,18,7,7.11,14,43.45,1
5,6,0,30,0.06,26,33,3,20,0,1.56,0,1.7999999999999998,1
16,5,1,60,0.36,17,33,2,0,3,6.12,16,21.599999999999998,1
11,1,1,100,0.2,18,84,5,17,2,3.6,11,20.0,1
7,4,1,55,0.67,15,100,5,14,6,10.05,7,36.85,1
6,6,2,50,0.46,30,19,6,5,4,13.8,12,23.0,0
10,6,2,100,0.57,27,10,0,5,5,15.389999999999999,20,56.99999999999999,1
10,3,1,55,0.65,22,35,4,20,6,14.3,10,35.75,1
11,4,1,60,0.75,16,58,3,5,7,12.0,11,45.0,1
7,0,0,40,0.66,30,96,5,23,6,19.8,0,26.400000000000002,1
6,3,0,65,0.1,2,61,4,1,1,0.2,0,6.5,1
11,8,0,20,0.26,4,11,5,12,2,1.04,0,5.2,1
9,3,0,50,0.44,4,17,4,5,4,1.76,0,22.0,1
5,0,2,60,0.86,10,61,3,17,8,8.6,10,51.6,1
9,8,1,25,0.97,22,70,1,18,9,21.34,9,24.25,1
14,7,2,95,0.43,20,82,4,9,4,8.6,28,40.85,1
10,7,2,40,0.8,14,40,2,13,8,11.200000000000001,20,32.0,1
9,2,1,5,0.0,26,98,6,4,0,0.0,9,0.0,0
10,4,1,90,0.01,29,63,6,15,0,0.29,10,0.9,1
17,6,1,100,0.23,0,71,2,6,2,0.0,17,23.0,1
11,8,1,65,0.25,22,95,5,12,2,5.5,11,16.25,1
11,3,1,15,0.42,7,67,6,19,4,2.94,11,6.3,1
17,4,1,90,0.81,13,25,6,2,8,10.530000000000001,17,72.9,1
7,2,1,20,0.64,19,58,2,22,6,12.16,7,12.8,1
14,7,0,55,0.02,1,69,0,5,0,0.02,0,1.1,1
6,4,1,25,0.72,23,2,1,2,7,16.56,6,18.0,1
7,0,1,35,0.34,9,64,2,14,3,3.06,7,11.9,0
5,5,0,25,0.06,24,51,0,17,0,1.44,0,1.5,1
8,4,1,5,0.12,24,92,1,12,1,2.88,8,0.6,0
17,7,0,10,0.2,23,99,0,16,2,4.6000000000000005,0,2.0,1
15,3,1,65,0.68,9,42,1,20,6,6.12,15,44.2,1
16,0,2,90,0.52,8,62,5,9,5,4.16,32,46.800000000000004,1
8,5,0,35,0.97,7,82,3,10,9,6.79,0,33.949999999999996,1
5,2,1,95,0.12,25,32,0,1,1,3.0,5,11.4,0
14,7,2,100,0.15,24,12,1,5,1,3.5999999999999996,28,15.0,0
12,1,2,100,0.34,24,81,0,1,3,8.16,24,34.0,1
10,2,2,90,0.79,4,63,1,10,7,3.16,20,71.10000000000001,1
13,5,1,35,0.02,12,46,5,4,0,0.24,13,0.7000000000000001,0
9,0,1,75,0.56,17,90,3,6,5,9.520000000000001,9,42.00000000000001,1
14,2,2,60,0.32,14,36,6,19,3,4.48,28,19.2,0
13,2,0,85,0.16,9,34,4,11,1,1.44,0,13.6,1
12,0,2,85,0.38,5,3,4,11,3,1.9,24,32.3,0
17,9,0,55,0.72,21,69,6,12,7,15.12,0,39.6,1
8,8,2,80,0.77,4,79,2,10,7,3.08,16,61.6,1
11,5,0,20,0.52,2,6,6,4,5,1.04,0,10.4,1
7,0,0,20,0.49,3,5,4,20,4,1.47,0,9.8,1
11,7,2,100,0.7,8,7,2,7,7,5.6,22,70.0,1
14,1,0,35,0.66,29,11,3,20,6,19.14,0,23.1,1
5,5,2,70,0.82,25,91,0,19,8,20.5,10,57.4,1
9,8,0,15,0.83,2,28,4,3,8,1.66,0,12.45,1
6,3,2,65,0.19,16,85,1,18,1,3.04,12,12.35,0
15,2,2,90,0.42,3,99,5,18,4,1.26,30,37.8,1
12,6,0,30,0.79,17,52,4,10,7,13.43,0,23.700000000000003,1
15,2,2,100,0.44,11,41,4,10,4,4.84,30,44.0,1
10,6,2,70,0.83,10,78,1,18,8,8.299999999999999,20,58.099999999999994,1
13,3,1,90,0.93,8,47,3,14,9,7.44,13,83.7,1
11,0,2,10,0.98,19,3,4,4,9,18.62,22,9.8,1
9,0,1,40,0.21,10,3,6,22,2,2.1,9,8.4,0
9,8,2,90,0.57,18,20,0,1,5,10.26,18,51.3,1
12,5,0,25,0.26,28,75,1,7,2,7.28,0,6.5,1
9,4,0,95,0.4,29,28,5,2,4,11.600000000000001,0,38.0,1
16,5,1,30,0.49,28,89,5,18,4,13.719999999999999,16,14.7,1
6,9,2,50,0.04,25,74,3,2,0,1.0,12,2.0,0
17,0,1,60,0.88,13,54,6,3,8,11.44,17,52.8,1
17,3,2,100,0.93,20,100,5,12,9,18.6,34,93.0,1
5,4,2,10,0.32,18,20,2,16,3,5.76,10,3.2,0
16,3,0,10,0.67,12,58,6,19,6,8.040000000000001,0,6.7,1
14,8,0,40,0.43,25,51,1,4,4,10.75,0,17.2,1
10,1,1,95,0.75,17,52,2,2,7,12.75,10,71.25,1
11,8,1,25,0.76,15,72,1,15,7,11.4,11,19.0,1
11,9,0,90,0.62,23,68,1,7,6,14.26,0,55.8,1
6,4,1,55,0.68,18,12,0,21,6,12.24,6,37.400000000000006,1
11,6,1,60,0.19,11,77,5,0,1,2.09,11,11.4,0
7,5,2,75,0.62,14,6,6,7,6,8.68,14,46.5,1
8,5,0,15,0.11,1,32,4,4,1,0.11,0,1.65,0
9,0,1,20,0.31,15,3,2,6,3,4.65,9,6.2,0
8,3,2,85,0.75,17,62,4,23,7,12.75,16,63.75,1
7,0,1,95,0.91,16,6,2,5,9,14.56,7,86.45,1
5,4,0,100,0.27,14,84,0,2,2,3.7800000000000002,0,27.0,1
11,4,2,60,0.86,0,38,6,20,8,0.0,22,51.6,1
11,3,1,85,0.98,3,41,3,19,9,2.94,11,83.3,1
13,1,0,35,0.5,14,72,5,0,5,7.0,0,17.5,1
5,3,2,50,0.33,12,96,1,0,3,3.96,10,16.5,0
10,5,1,50,0.24,16,36,6,1,2,3.84,10,12.0,0
11,0,2,45,0.23,10,51,5,4,2,2.3000000000000003,22,10.35,0
6,6,2,100,0.87,21,30,3,7,8,18.27,12,87.0,1
14,2,1,50,0.91,10,58,4,4,9,9.1,14,45.5,1
8,2,2,90,0.68,6,18,2,22,6,4.08,16,61.2,1
16,8,0,70,1.0,24,19,5,18,9,24.0,0,70.0,1
7,5,0,90,0.53,23,16,1,10,5,12.190000000000001,0,47.7,1
7,0,1,70,0.96,9,57,5,20,9,8.64,7,67.2,1
16,4,0,35,0.11,5,4,6,19,1,0.55,0,3.85,1
14,4,2,95,0.61,19,30,1,21,6,11.59,28,57.949999999999996,1
5,5,0,80,0.13,27,78,3,22,1,3.5100000000000002,0,10.4,1
15,5,0,65,0.49,4,21,1,7,4,1.96,0,31.849999999999998,1
5,6,0,45,0.95,7,96,5,6,9,6.6499999999999995,0,42.75,1
17,3,0,30,0.93,14,79,3,22,9,13.020000000000001,0,27.900000000000002,1
10,7,0,70,0.4,1,78,5,12,4,0.4,0,28.0,1
16,5,1,100,0.94,18,77,4,16,9,16.919999999999998,16,94.0,1
15,0,2,20,0.45,26,6,1,16,4,11.700000000000001,30,9.0,1
13,6,2,10,0.56,16,98,5,1,5,8.96,26,5.6000000000000005,1
8,4,1,65,0.88,24,37,3,5,8,21.12,8,57.2,1
11,4,2,10,0.69,28,19,3,20,6,19.32,22,6.8999999999999995,1
12,1,2,85,0.11,24,75,5,17,1,2.64,24,9.35,0
7,6,1,55,0.45,5,59,4,22,4,2.25,7,24.75,1
8,7,0,45,0.32,20,92,6,5,3,6.4,0,14.4,1
16,1,0,20,0.71,20,47,0,16,7,14.2,0,14.2,1
